Student ID,Status,Similarity,Timestamp
301481867,present,0.9079,2026-03-26 21:07:33
301481867,present,0.9497,2026-03-26 21:06:49
301481867,present,0.9775,2026-03-26 21:04:58
301481867,present,0.6942,2026-03-26 21:04:50
